,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
477,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4.4,"?34,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,2 cell,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,4 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,,4,Intel Integrated UHD,,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac) 1x1,v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam,,,,,,,,,,,,,,,,,,,,
478,"ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plus) X515JA-EJ701WS Gaming Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4,"?57,990","Laptop, battery, adapter, cables and user manuals",VivoBook 15 (2022),Transparent Silver,Gaming Laptop,Processing & Multitasking,45W AC Adapter,2 cell,Yes,,,Intel,Core i7,10th Gen,Yes,512 GB,16 GB,DDR4,1.3 GHz upto max turbo frequency at 3.9 Ghz,,8,Intel Integrated Iris Plus,,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac) 1x1,v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA camera,,,,,,,,,,,,,,,1 x Micro SD card reader,,,,,
479,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4.3,"?38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,2 cell,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,,4,Intel Integrated UHD,,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac) 1x1,v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam,,,,,,,,,,,,,,,,,,,,
480,"ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plus) X515JA-EJ701WS Gaming Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4,"?57,990","Laptop, battery, adapter, cables and user manuals",VivoBook 15 (2022),Transparent Silver,Gaming Laptop,Processing & Multitasking,45W AC Adapter,2 cell,Yes,,,Intel,Core i7,10th Gen,Yes,512 GB,16 GB,DDR4,1.3 GHz upto max turbo frequency at 3.9 Ghz,,8,Intel Integrated Iris Plus,,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac) 1x1,v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA camera,,,,,,,,,,,,,,,1 x Micro SD card reader,,,,,
481,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",4.3,"?38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,2 cell,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,,4,Intel Integrated UHD,,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",Built-in Speakers,Built-in Microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac) 1x1,v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA Webcam,,,,,,,,,,,,,,,,,,,,
482,"DELL Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10) 3400 Laptop  (15 inch, Dune, With MS Office)",,"?58,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Dune,Laptop,Everyday Use,,,Yes,,,Intel,Core i5,11th Gen,No,,8 GB,DDR4,,,,Intel Integrated,,,Windows 10,,,No,38.1 cm (15 inch),1920 X 1080 pixel,,,,,,YES,,,,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",ONSITE,Manufacturing Defects,Physical Damage,,,3 HRS,,,,,,,,,,,,,,,,1 TB,,,
483,"Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA® GEFORCE® GTX 1650 (4GB GDDR6)/60 Hz) 15ACH6 Gaming Laptop  (15.6 inch, Phantom BLUE, 2.4 kg)",,"?75,099","Laptop, Power Adaptor, User Guide, Warranty Documents",Legion 5,Phantom BLUE,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,3.3 GHz with Turbo Boost Upto 4.2 GHz,Upto 32 GB,8 MB,NVIDIA GeForce GTX NVIDIA® GEFORCE® GTX 1650 (4GB GDDR6),6,64 bit,Windows 11 Home,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (1st Gen)",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,IEEE 802.11ac (2x2),v5.0,359 x 249.6 x 24.9 mm,2.4 kg,No,English Blue LED Backlit Keyboard,Yes,45 WHr Li-ion Battery,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",Upto 6.5 hours,AMD SoC,2 Slots,3200 MHz,Yes,,,No,,NVMe,,64 bit,60 Hz,,,,,,,TPM 2.0
484,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3564TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",4.3,"?42,990","Laptop, battery, adapter, cables and user manuals",,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,,8M,Intel Integrated UHD,,64 bit,Windows 11 Home,,1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1366 x 768 Pixel,"HD, micro-edge, anti-glare, Brightness: 250 nits, 101 ppi , Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in dual array digital microphones,Built-in speaker,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-F,v5.0,358 x 242 x 19.9 mm,1.75 kg,No,"Full-size, jet black keyboard with numeric keypad",No,41 Wh Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD camera,,,,,,,,,,,,,,,,,,,,
485,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BR391TS Laptop  (15.6 inch, Slate Grey, 1.8 kg, With MS Office)",3.4,"?35,990","Laptop, Power Adaptor, User Guide",Vivobook 15,Slate Grey,Laptop,"Everyday Use, Processing & Multitasking",,,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,"3.0 GHz Base Speed, Up to 4.1 GHz Max Turbo Speed",Upgradable Upto 20 GB,6 MB,Intel Integrated Intel UHD,2,64 bit,Windows 10 Home,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,39.62 cm (15.6 inch),1366 x 768 pixel,"15.6-Inch (35.56 cms) LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,,Wi-Fi 5 (802.11ac) (Dual band) 1*1,4.2,,1.8 kg,,Chiclet Keyboard with 1.4mm Key Travel,,,1 Year Onsite,Onsite,Manufacturing Defects,Any Type of Damage,1 Year,VGA,Upto 6 Hrs.,,,3200 MHz,,Sonic Master,,No,,Sata,,64 Bit,60 Hz,1 Year McAfee,,,1 TB,,,
486,"DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) 3511 Laptop  (15.6 inch, Mist Blue Speckle, With MS Office)",,"?49,500","Laptop, Power Adaptor, User Guide, Warranty Documents",,Mist Blue Speckle,Laptop,Everyday Use,,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,,16,,Intel Integrated,,64 bit,Windows 10,YES,YES,No,39.62 cm (15.6 inch),1920 X 1080 pixel,,,YES,,YES,YES,,,No,,Yes,,1 Year Premium Support,ONSITE,Manufacturing Defects,Physical Damage,1 Year,YES,3HRS,,2,,Yes,,,No,,,,,,MCAFEE 15 MONTHS,YES,,,No,No,
487,"ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/256 GB SSD/Windows 10 Home) M415DA-EK322TS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.5 kg, With MS Office)",4.2,"?33,990","Laptop, Power Adaptor, User Guide",Vivobook 14,Transparent Silver,Thin and Light Laptop,"Travel & Business, Everyday Use, Performance, Processing & Multitasking",,,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,"2.6 GHz Base Speed, Up to 3.5 GHz Turbo Boost Speed",Upto 20 GB,4 MB,AMD Radeon integrated,2,64 bit,Windows 10 Home,"1 x Type-C USB 3.2 (Gen 1), 1 x Type-A USB 3.2 (Gen 1), 2 x Type-A USB2.0",1 x HDMI 1.4,No,35.81 cm (14.1 inch),1920 x 1080 pixel,"14-inch (35.56 cms) LED-Backlit, FHD (1920 x 1080) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,Sonic Master,Wi-Fi 5 (802.11ac) 2*2,4.2,,1.5 kg,Yes,Full-size chiclet keyboard | 1.4mm key travel distance,,,1 Year onsite warranty,onsite,Manufacturing Defects,Any type of Damage,1 Year,VGA,Upto 6 Hrs.,,,,,,,No,,Pcie Nvme,,64 Bit,60 Hz,1 Year McAfee,,,,,,
488,"ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS Processor 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX3050Ti/120 Hz) GA401QEC-K2128TS Gaming Laptop  (14 inch, Gray, 1.7 kg, With MS Office)",,"?1,39,990","Laptop, Adapter, Manual, Sleeve",ROG Zephyrus G14,Gray,Gaming Laptop,"Gaming, Processing & Multitasking",180W AC Adapter,4-cell Li-ion,Yes,GDDR6,4 GB,AMD,Ryzen 9 Octa Core,5th Gen,Yes,1 TB,16 GB,DDR4,"3.1 GHz (16M Cache, up to 4.5 GHz)",,20MB,NVIDIA GeForce RTX3050Ti,8,64 bit,Windows 10 Home,"1x USB 3.2 (Gen 2) Type-C, 1x USB 3.2 (Gen 2) Type-C, 2x USB 3.2 (Gen 1) Type-A",1x HDMI 2.0b,No,35.56 cm (14 inch),2560 x 1440 pixel,14-inch WQHD (2560 x 1440) 16:9 anti-glare display | DCI-P3:100% | Refresh Rate:120Hz | IPS-level | Pantone Validated,2x 2.5W speaker with Smart Amp Technology,Built-in array microphone,,Wi-Fi 6 (802.11ax),Dual band,32.4 x 22.2 x 1.99 cm,1.7 kg,Yes,Chicklet Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,No,4 Hrs,,,3200 MHz,,,,No,,NVMe™ PCIe® 3.0,No,64-Bit,120 Hz,,,,,No,,
489,"DELL 3000 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop  (15.6 inch, Platinum Silver, With MS Office)",4,"?39,997","Laptop, Adapter, Power Cable, User Manual.",3000,Platinum Silver,Laptop,Everyday Use,,,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,,,,Intel Integrated Intel UHD Graphics,,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1080x1920 pixel,,,,,,Yes,,,,,No,,1Year In-Home Hardware Service By Dell,1Year In-Home Hardware Service,Hardware,Software,,,4to5 hours,,,,,,,,,,,,,,,,1 TB,No,,
490,"acer Intel EVO Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)",4.5,"?59,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Intel EVO Swift 3,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",65 W,4 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,"Base Frequnecy 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",,8,Intel Integrated Iris Xe,4,64 bit,Windows 11 Home,"1 x USB Type-C / Thunderbolt 4 port, 2 x USB 3.2 Gen 1 port (one with power-off charging)",1 x HDMI Port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS (In-Plane Switching) technology, high-brightness (300nits) Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, color gamut sRGB 100%)",Built-in Dual Stereo Speakers,Built-in Dual Microphone,"DTS Audio, featuring optimized bass response and micro-speaker distortion prevention | Two built-in front facing stereo speakers | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound","Wi-Fi 6 AX201, 802.11a/b/g/n/acR2+ax wireless LAN",v5.1,322.8 x 212.2 x 15.9 mm,1.2 kg,Yes,83-/84-/87-key full-size FineTip backlit keyboard with international language,Yes,"Acer Bio-Protection fingerprint solution, Thunderbolt 4; Long Battery Life; Supports Fast Charging technology",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,720p HD Webcam,Upto 18 hours,,,,,,,,,,,64,,,,,,,,
491,"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14-ec0037AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",4,"?59,999","Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,65 W Smart AC power adapter,3,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,4.5 GHz,16,8,AMD Radeon AMD Radeon Graphics,6,64 bit,Windows 11 Home,"1 x USB type C, 2 x USB type A",1 x HDMI,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi)",Dual speakers,,Audio by B&O,Realtek Wi-Fi CERTIFIED 6,v5.2,325 x 216.6 x 17.0mm,1.41 kg,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,,1 Year onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP Wide Vision 720p HD camera,Upto 10 Hours 15 minutes,,,,No,,,,,PCIe NVMe,,64,,McAfee LiveSafe,,No,,,,
492,"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop  (12 inch, Black)",,"?1,70,000","LAPTOP, ADAPTER, USER MANUAL",,Black,Business Laptop,Processing & Multitasking,,,No,DDR4,2 GB,Intel,Core i7,10th Gen,Yes,512 GB,16 GB,DDR4,,,,NVIDIA GeForce GTX 2 GB MX330,,,Windows 10,,,No,30.48 cm (12 inch),1920 x 1080$$Pixels pixel,,,,,,YES,,,,,,,ONE YEAR,ONSITE,MANUFACTURER DEFECT,PHYSICAL DAMAGE,,,UPTO 4 HOURS,,,,,,,,,,,,,,,,,,,
493,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",4.3,"?62,990","Laptop, Power Adaptor, User Guide",Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,Max Turbo Boost Frequency Up to 4.20 GHz,Upto 16 GB,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type-C 10Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2 x SuperSpeed USB Type-A (5Gbps Signaling Rate)",1 x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD IPS LED Backlit Bright view Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Audio by B&O,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,360 x 234 x 17.9 mm,1.75 kg,No,"Full-size, Backlit, Natural Silver Keyboard with Numeric Keypad",Yes,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP Wide Vision 720p HD Webcam,,,2 Slots,3200 MHz,No,,,,,PCIe NVMe M.2,,64 bit,,,,,,,,
494,"HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)",4.4,"?55,490","Laptop, battery, adapter, cables and user manuals",,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR4,1.8 GHz upto max turbo frequency at 4.3 Ghz,,8M,AMD Radeon AMD,,64 bit,Windows 10 Home,,1 x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTS",Built-in Dual Speakers,Built-in dual array digital microphones,Built-in speaker,Realtek Wi-Fi CERTIFIED 6 (1x2),v5.2,324 x 225 x 17.9 mm,1.46 kg,Yes,"Full-size, backlit, natural silver keyboard",Yes,41 Wh Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD camera,,,,,,,,,,,,,,,,,,,,
495,"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GA401IHR-K2067TS Gaming Laptop  (14 inch, White, 1.6 Kg, With MS Office)",5,"?81,399","Laptop, Power Adaptor, User Guide, Sleeve",ROG Zephyrus G14,White,Gaming Laptop,"Gaming, Processing & Multitasking",180 W AC Adapter,4,Yes,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,4th Gen,Yes,1 TB,8 GB,DDR4,2.9 GHz with Max boost up to 4.2 GHz,,8,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,"1x USB 3.2 (Gen 2) Type-C, 2x USB 3.2 (Gen 1) Type-A, 1x Type C USB 3.2 (Gen 2 with Power Delivery, Display Port and G-Sync)",1 x HDMI Port (v2.0),No,35.56 cm (14 inch),2560 x 1440 pixel,14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 120Hz IPS-level,Built in Dual Speakers,Built-in array microphone,2x 2.5W speaker with Smart Amp Technology,Wi-Fi 6(802.11ax),v5.0,324 x 220 x 17.9,1.6 Kg,Yes,Backlit Chiclet Keyboard,Yes,76 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,4 Hrs,NA,1,3200 MHz,No,,,No,Sleeve,NVMe PCIe,,64,120 Hz,,,,,,,
496,"Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 15ACH6H Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office)",,"?1,37,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Legion 5,"Phantom Blue, Shadow Black",Gaming Laptop,"Gaming, Processing & Multitasking",300W Slim Tip (3-pin) Adapter,,Yes,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,3.2 GHz with Turbo Boost Upto 4.4 GHz,Upto 32 GB,20 MB,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,"3 x USB 3.2 Gen1, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery and DisplayPort 1.4), 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 2 (Support Data Transfer and DisplayPort 1.4)",1x HDMI Port (v2.1),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (165Hz Refresh Rate, 300 nits Brightness, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC Dimmer)",Built-in Dual Speakers,Dual Array Microphone,"High Definition (HD) Audio, 2 W x 2 Stereo Speakers, Nahimic Audio",11ax (2x2),v5.1,362.56 x 260.61 x 25.75 mm,2.4 kg,No,"4-Zone RGB LED Backlit Keyboard, English",Yes,Integrated 80Wh Battery,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,720p Webcam (with E-camera Shutter),Upto 9.2 hours,AMD SoC,2 Slots,3200 MHz,Yes,Realtek ALC3306 Codec,,,,NVMe PCIe M.2,,64 bit,,,,,,,,TPM 2.0
497,"Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.32 kg, With MS Office)",4.7,"?77,990","Laptop, battery, adapter, cables and user manuals",Yoga 6,Abyss Blue,2 in 1 Laptop,Processing & Multitasking,45W USB-C (3-pin),,Yes,,,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,1.8 GHz upto max turbo frequency at 4.3 Ghz,,8M,AMD Radeon AMD,,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1, 2 x USB-C 3.2 Gen 1",,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD (IPS 300nits Glossy, 72% NTSC, Touch)",Built-in Stereo Speakers,Built-in array microphones,"1.5W x 2, optimized with Dolby Atmos","11ax, 2x2",v5.0,308.1 x 206.5 x 18.3 mm,1.32 kg,Yes,"Backlit, English",Yes,,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",3 Year,720p with Privacy Shutter,Upto 18 Hours,,,,,,,,,,,,,,,,,,,
