,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
276,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg kg, With MS Office)",4.5,"?39,990","Laptop, Power Adapter, User Guide, Warranty Documents",,Natural Silver,Thin and Light Laptop,Processing & Multitasking,65 W Smart AC power adapter,3,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,3.8,16,4,AMD Radeon Radeon Graphics,4,64 bit,Windows 11 Home,"1x SuperSpeed USB Type-C, 2x SuperSpeed USB Type-A",1x HDMI 1.4b,No,35.56 cm (14 Inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView, (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Built in dual speakers,Integrated dual array digital microphones,,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,324 x 225 x 17.9 mm,1.46 Kg kg,,"Full-size, backlit, natural silver keyboard",Yes,41 Wh Li-ion,1 Year onsite warranty,Onsite,Manufacturing defects,Physical damage,1 Year,HP True Vision 720p HD camera,Up to 9 hours and 45 minutes,AMD Integrated SoC,,,,,,,,PCIe NVMe,,64,,,1x multi-format SD media card reader,,,,,
277,"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",,"?55,490","Laptop, Battery, Adapter, Cables and User Manuals",Vostro,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,16,8,NVIDIA GeForce MX330,4,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.8 x 328 x 239,1.59 Kg,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD Webcam,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,M.2 SATA,,64,,McAfee,"SD Media Card Reader (SD, SDHC, SD x C)",,,,,
278,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",4.3,"?44,490","Laptop, battery, adapter, cables and user manuals",Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,256 GB,8 GB,DDR4,2.1 GHz to max turbo frequency at 3.5 Ghz,Upto 16 GB,4M,AMD Radeon AMD,4,64 bit,Windows 11 Home,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,Upto 7 hours,,2,2666 MHz,Yes,,,,,M.2 SATA,,,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,,,,
279,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5418 Thin and Light Laptop  (14 inch, Platinum Silver, 1.46 Kg, With MS Office)",4.5,"?70,990","Laptop, Battery, Adapter, Cables and User Manual",Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,,4 Cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,2.5 GHz upto MaxTurbo Frequency at 4.5 GHz,16,8,Intel Integrated Iris Xe,4,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 2x2 Type-C (DP/PowerDelivery) – i3/i5, 2 x USB 3.2 Gen 1 Type A",1 x HDMI Port (v1.4),No,35.56 cm (14 inch),1920 x 1080 Pixels,FHD WVA AG Narrow Border 300 nits Display,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.0,17.1 to 17.9 X 321 X 213,1.46 Kg,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD Webcam,Upto 6 Hours,,2,3200 MHz,Yes,,,No,,M.2 SATA,,64,,McAfee,1 x Micro SD Card Reader,,,,,
280,"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Pulse GL66 12UEK-046IN Gaming Laptop  (15.6 inch, Gray, 2.25 kg)",4.1,"?1,40,990","Laptop, battery, power adapter, user guide, Laptop Bag",,Gray,Gaming Laptop,"Gaming, Processing & Multitasking",240 W adapter,3 cell,No,GDDR6,6 GB,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR4,3.0 GHz upto max turbo frequency at 4.7 GHz,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 11 Home,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1 x HDMI,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,QHD 165Hz DCI-P3 100% typical,Built-in Dual Speakers,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2x2 ax),v5.2,359 x 259 x 23.9 mm,2.25 kg,No,RGB Gaming Keyboard,Yes,53.5 Whr,2 Year Warranty Term,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,720p HD Webcam,,,,,Yes,,,Yes,,,,,,,,,,,,
281,"ASUS Zenbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)",,"?79,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Zenbook,Pine Grey,Thin and Light Laptop,Processing & Multitasking,65W AC Adapter,4,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,4.2,NA,8,Intel Integrated Iris Xe Graphics,4,64 bit,Windows 11 Home,"1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4",1x HDMI 1.4,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,"FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut)",,Built-in array microphone,SonicMaster,Wi-Fi 6(802.11ax),v5.0,305.0 x 211.0 x 11.9,1.30 kg,,Backlit Chiclet Keyboard,Yes,"67WHrs, 4S1P, 4-cell Li-ion",1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD camera with IR function,,,,,,,,,,NVMe PCIe,,64,,,1x HDMI 1.4,,,,,
282,"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",,"?44,090","Laptop, Battery, Adapter, Cables and User Manuals",Vostro,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,16,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.8 x 328 x 239,1.59 Kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD Webcam,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,M.2 SATA,,64,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,1 TB,,,
283,"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)",,"?2,79,990","Laptop, battery, power adapter, user guide, Laptop Bag",Stealth GS66,Black,Gaming Laptop,Processing & Multitasking,240W Slim adapter,4,No,GDDR6,8 GB,Intel,Core i7,12th Gen,Yes,1 TB,32 GB,DDR5,4.7,,,NVIDIA GeForce RTX 3070 Ti,,64 bit,Windows 11 Home,"1x Type-C DP / Thunderbolt 4, 2x Type-C 3.2 Gen 2, 2x Type-A 3.2 Gen 2",1x HDMI,No,39.62 cm (15.6 Inch),2560 x 1440 Pixels,QHD (240Hz DCI-P3 100% typical),Built in dual speakers,Yes,Realtek ALC 298,Intel Killer Wi-Fi 6E AX1675(i),v5.2,358 x 248 x 19.8 mm,2.1 Kg,,Per key RGB steel series,,,2 Year Warranty Term,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,720p + IR,,,,,Yes,,,Yes,,NVMe PCIe,,64,,,,,,,,
284,"DELL Vostro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",3.3,"?60,490","Laptop, Battery, Adapter, Cables and User Manuals",Vostro,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,16,8,NVIDIA GeForce MX330,4,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.8 x 328 x 239,1.59 Kg,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD Webcam,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,M.2 SATA,,64,,McAfee,"SD Media Card Reader (SD, SDHC, SD x C)",,,,,
285,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",4.1,"?59,890","Laptop, Battery, Adapter, Cables and User Manuals",Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,,3 Cell,Yes,,,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,16 GB,8 MB,Intel Integrated UHD,4,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1 ,1 x USB 2.0",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 X 235 x 18.9 mm,1.8 kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD,Upto 7 hours,,2,2666 MHz,Yes,,,No,,M.2 SATA,,64 bit,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,1 TB,,No,
286,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)",,"?37,990","Laptop, battery, adapter, cables and user manuals",Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,Upto 16 GB,4M,Intel Integrated UHD,2,64 bit,Windows 11 Home,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,38.0 cm (14.96 cm),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 7 hours,,2,2666 MHz,Yes,,,,,M.2 SATA,,,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,,,,
287,"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With MS Office)",4.1,"?38,990","Laptop, Battery, Adapter, Cables and User Manuals",Vostro,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,16,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,No,38.0 cm (14.96 Inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.8 x 328 x 239,1.59 Kg,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD Webcam,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,M.2 SATA,,64,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,,,,
288,"MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M) A5EFK-083IN Gaming Laptop  (15.6 inch, Carbon Gray, 1.9 kg)",,"?1,29,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Delta 15 AMD Advantage Edition,Carbon Gray,Gaming Laptop,Gaming,,4 cell,No,GDDR6,10 GB,AMD,Ryzen 9 Octa Core,5th Gen,Yes,1 TB,16 GB,DDR4,3.3GHz with Max Turbo Boost Frequency Up to 4.6 GHz,,20,AMD Radeon RX 6700M,8,64 bit,Windows 11 Home,"""1 x Type-C USB3.2 Gen2 / DP, 1 x Type-C USB3.2 Gen2, 2 x Type-A USB3.2 Gen2 """,1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD 240Hz, close to 100%sRGB",Built-in Dual Speakers,Yes,2 x 2W,Intel Wi-Fi 6E AX210(2x2),v5.2,357 x 247 x 19mm,1.9 kg,No,RGB Gaming Keyboard,Yes,,1 Year Carry-In Warranty,Carry in,Manufacturing Defects,Physical Damage,1 Year,HD type (30fps@720p),,,,,,,,,,,,,,,,,,,,
289,"acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)",,"?51,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Aspire 5,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",45 W AC Adapter,3 cell,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,"Base Frequency 2.10 GHz, Max Turbo Boost Frequency Up to 4.0 GHz",Upto 24GB,,AMD Radeon AMD,4,64 bit,Windows 11 Home,"1 x USB port with power-off charging, 1 x USB 3.2 Gen 1port, 1 x USB Type-C port, 1 x USB 2.0 port",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD high-brightness Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio",Built-in Dual Speakers,Built-in Dual Microphone,"""Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound ""","Intel® Wireless Wi-Fi 6 AX200, 802.11a/b/g/n/acR2+ax wireless LAN",v5.1,363.4 x 250.5 x 17.95 mm,1.76 kg,No,"100-/101-/104-key FineTip backlit keyboard with independent numeric keypad, international language support, and power button",Yes,"48 Wh 3-cell Li-ion battery, backlit keyboard, MSO",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,720p HD Webcam,Upto 13.5 hours,,,,Yes,,,No,,,,,,,,,,,,
290,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Mist Blue Speckle, 1.8 Kgs, With MS Office)",,"?40,590","Laptop, battery, adapter, cables and user manuals",Inspiron,Mist Blue Speckle,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,3.5,16,4,AMD Radeon Radeon Graphics,2,64 bit,Windows 11 Home,"2x USB 3.2,1x USB 2.0",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Accidental Damage,Accidental Damage,1 Year,Yes,Upto 7 hours,,2,2400 MHz,Yes,,,,,M.2 SATA,,64,,,1x SD Media Card Reader,,,,,
291,"Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)",3.4,"?37,999","Laptop, Power Adaptor, User Guide, Warranty Documents",,Platinum Grey,Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,10th Gen,No,,8 GB,DDR4,,,,Intel Integrated,,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920x1080 pixel,,,,,,YES,,,,,,,1 YEAR,ONSITE,MANUFACTURING DEFECT,PHYSICAL DEFECT,,,UPTO 6 HRS,,,,,,,,,,,,,,,,1 TB,,,
292,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",4.1,"?38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,2.6 GHz with Turbo Boost Upto 3.8 GHz,Yes,4,AMD Radeon AMD,4,64 bit,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in dual array digital microphones,,Realtek RTL8821CE 802.11b/g/n/ac (1x1,v4.2,358 x 242 x 17.9 mm,1.69 Kg,No,Full-size island-style natural silver keyboard with numeric keypad,No,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HP True Vision 720p HD camera,Upto 9 hours,,,3200 MHz,,,,,,,,,,,1 x card reader,,,,,
293,"Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)",4.4,"?36,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 4.1 GHz,Upto 12 GB,4,Intel Integrated UHD,2,64 bit,Windows 11 Home,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD TN 220nits Anti-glare Display,"1.5W x 2, Dolby Audio Stereo Speakers",Dual Array Microphones,,"11ac, 2x2",v5.0,362.2 x 253.4 x 19.9,1.7 Kg,No,Non Backlit Keyboard,No,,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,720p Webcam with Privacy Shutter,,Intel SoC Platform,2,,,High Definition (HD) Audio,,,,PCIe NVMe,,64,,,4-in-1 Card Reader,,,,,Firmware TPM 2.0
294,"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light Laptop  (14 Inch, Abyss Blue, 1.6 kg, With MS Office)",4,"?31,990","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,65W,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,4 GB,DDR4,3.4,12,4,Intel Integrated UHD Graphics,2,64 bit,Windows 11 Home,"1x USB 2.0, 2x USB 3.2 Gen 1,",1x HDMI® 1.4b,No,35.56 cm (14 Inch),1920 x 1080 Pixels,FHD. (TN 220nits Anti-glare),Built it dual stereo speakers,Built in dual array microphone,Dolby Audio,"11ac, 2x2",v5.0,327.1 x 241 x 19.9 mm,1.6 kg,No,"Non-backlit, English",No,Integrated 45Wh battery,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,720p,Upto 10.1 hour,Intel SoC Platform,2,2666 MHz,,High Definition (HD) Audio,,,,NVMe PCIe,,64,,,1x Card reader,,,,,Firmware TPM 2.0
295,"Lenovo Thinpad E15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) E15 G2 Laptop  (15.6 inch, Black)",,"?89,998","Laptop, Charger, User Manual",Thinpad E15 G2,Black,Laptop,Processing & Multitasking,,,No,,512 MB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,,,Intel Integrated,,64 bit,Windows 10 Pro,,,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,,,,,802.11 a/b/g/n/ac,5.2,,,Yes,,,,1 Year by Lenovo,1 Year,All parts of product,Any Physical damage,12 Months,FHD Webcam,Up to 7 Hours,,,,Yes,,,No,,,,,,,,,,,,
296,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)",4.4,"?47,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,Yes,8,AMD Radeon AMD,6,64 bit,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Speaker,Built-in dual array digital microphones,,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,324 x 225 x 17.9 mm,1.46 Kg,No,"Full-size, backlit, natural silver keyboard",Yes,41 Wh Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HP True Vision 720p HD camera,,,,3200 MHz,,,,,,,,,,,1 x card reader,,,,,
297,"ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044WS Gaming Laptop  (16 Inch, Black, 1.95 kg, With MS Office)",,"?1,30,500","Laptop, Power Adaptor, User Guide, Warranty Documents",Vivobook Pro 16X OLED (2021),Black,Gaming Laptop,"Gaming, Processing & Multitasking",120W AC Adapter,6,Yes,GDDR6,4 GB,AMD,Ryzen 9 Octa Core,9th Gen,Yes,1 TB,16 GB,DDR4,3.3 GHz with Max Boost Up to 4.6 GHz,Up to 16 GB,20,NVIDIA GeForce RTX RTX 3050,8,64 bit,Windows 11 Home,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1 x HDMI 1.4,No,40.64 cm (16 Inch),3840 x 2400 Pixel,"4K (3840 x 2400) OLED, 16:10 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, PANTONE?Validated, VESA CERTIFIED Display HDR True Black 600",Built-in speaker,Yes,harman/kardon (Mainstream),Wi-Fi 6(802.11ax),v5.0,36.05x 25.90x 1.89 cm,1.95 kg,Yes,Backlit Chiclet Keyboard,Yes,"96WHrs, 3S2P, 6-cell Li-ion, Fingerprint sensor integrated with Power Key ASUS DialPad (Virtual Interface on Touchpad), MyASUS App",1 Year onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD camera (With?privacy?shutter),6-7 Hrs,,,,,,,,,NVMe PCIe,,64,,,1x Micro SD Card Reader,,,,,
298,"DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)",,"?48,990","LAPTOP, ADAPTER AND MANUAL",Inspiron 3511,Black,Laptop,Everyday Use,65W,3 CELL,Yes,DDR4,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,,UP TO 16GB,,Intel Integrated,,64 bit,Windows 10 Home,3,YES,No,39.62 cm (15.6 inch),1920 x 1080 pixel,LED,,,,YES,YES,32.2 x 22 x 2 cm,1.83 kg,No,YES,No,,1 YEAR MANUFACTURER WARRANTY,ON SIDE,complete Laptop,PHYSICAL DAMAGED,12 Months,YES,3-5 HRS,,2,3200 MHz,No,,,No,NO,"USB, HDMI, SDXC, SDHC, USB 2.0, Secure Digital Card, Media Card",,64 Bit,,,YES,No,1 TB,,No,
